#Strain	Comment
A1035368	Monsanto Technology, LLC, PVP 201300109
A1035431	Monsanto Technology, LLC, PVP 201300110
A1035446	Monsanto Technology, LLC, PVP 201400128
A1035765	Monsanto Technology, LLC, PVP 201400446
A1035898	Monsanto Technology, LLC, PVP 201300111
A1035957	Monsanto Technology, LLC, PVP 201400018
A1036109	Monsanto Technology, LLC, PVP 201400019
A1036212	Monsanto Technology, LLC, PVP 201400020
A1036292	Monsanto Technology, LLC, PVP 201400021
A1036320	Monsanto Technology, LLC, PVP 201300112
A1036419	Monsanto Technology, LLC, PVP 201400022
A1036421	Monsanto Technology, LLC, PVP 201400023
A1036446	Monsanto Technology, LLC, PVP 201400024
A1036554	Monsanto Technology, LLC, PVP 201400496
A1036609	Monsanto Technology, LLC, PVP 201300114
A1037403	Monsanto Technology, LLC, PVP 201400025
A1037405	Monsanto Technology, LLC, PVP 201300113
A1037420	Monsanto Technology, LLC, PVP 201300116
A1037425	Monsanto Technology, LLC, PVP 201300115
A1037429	Monsanto Technology, LLC, PVP 201300117
A1037446	Monsanto Technology, LLC, PVP 201300118
A1037459	Monsanto Technology, LLC, PVP 201300119
A1037490	Monsanto Technology, LLC, PVP 201300120
A1037507	Monsanto Technology, LLC, PVP 201300121
A1037511	Monsanto Technology, LLC, PVP 201300122
A13	Selection from AP9 Fe (S 1) C7
A14743B002	1% Linolenic Acid Line
A2506	Monsanto Technology, LLC, PVP 9200222
A2543	Parentage conflict. May be ( Century 84 (2) x A79-134008 ), Monsanto Technology, LLC, PVP 9000007
A2833	Monsanto Technology, LLC, PVP 9600245
A29	1%-linolenic plant selection developed by Iowa State University
A4009	Monsanto Technology, LLC, PVP 8800175, 1996 Northern Tests lists parentage as Asgrow A3860 x Fayette.  Fayette parentage is (Williams(2) x PI 88788)
A4138	Monsanto Technology, LLC, PVP 9300151, Parentage conflict Northern Test 2008 says parentage is A4009 x A4595
A43-107	Selection from A45-251
A43-108	Selection from A45-251
A44-107-12	Selection from A43-107
A44-107-4	Selection from A43-107
A44-107-5	Selection from A43-107
A44-107-7	Selection from A43-107
A44-107-8	Selection from A43-107
A44-108-12	Selection from A44-108
A44-108-6	Selection from A44-108
A45-2683	Selection from A43-176
A4595	Monsanto Technology, LLC, PVP 8600019
A4997	Monsanto Technology, LLC, PVP 8300137
A61-439	Selection from A58-932
A61-540	Selection from A59-1334
A71-555-8-1	D94-2491 (4)
A73-128	PVP 7700050
A73-227	PVP 7700051
A73-25050	PVP 7900064
A74-201010	PVP 7900063
A74-302012	PVP 8000063
A74-303012	PVP 7900061
A74-303013	PVP 7900062
A75-102032	PVP 8000061
A75-103019	Selection from AP6 population
A75-10521	Parentage uncertain. Parentage from NUST 1998
A75-305010	Selection from AP6 population
A75-Corsoy R3	PVP 7900065
A76-101019	Selection from AP6 population
A76-101024	Selection from AP6 population
A76-102009	PVP 8100052
A76-102013	Selection from AP6 population
A76-103002	Selection from AP6 population
A76-103003	Selection from AP6 population
A76-201009	Selection from AP6 population
A76-201010	Selection from AP6 population
A76-202015	Selection from AP6 population
A77-112023	PVP 8200049, Selection from AP6 population created by Fehr and Ortiz from 40 strains (Crop Sci. 15:739, 1975)
A77-214035	Selection from AP6 population
A77-311031	Selection from AP6 population
A78-326032	Selection from AX1390
A79-133019	Selection from AP6(2YT)(F4)C1
A79-134008	Selection from AP6(1YT)(F4)C2 population
A79-232005	Selection from AP6TW(2YTC)(F4)C1 population
A79-232026	Selection from AP6TW(2YTC)(F4)C1 population
A79-336014	Selection form an unknown diallele-cross population
A82-167014	Selection from AP6TW(2YT)(F4 )C2 pop.
A82-267015	Selection from AP6TW(2YT)(F4)C2
A83-273009	PVP 8900060
A85-193023	PVP 9000040
A85-291001	PVP 9000039
A86-186011	Selection from AP9 population
A89-144003EMS-81	EMS mutant of A89-144003
A89-269039	Low Linolenic Acid line from Iowa State
ABSR 101BC	PVP 9100040
AC Proteus	http://pubs.aic.ca/doi/pdf/10.4141/cjps96-031
Accomac	PVP 9800048, PI 597388
Acme	Selection from Pagoda
Adams	Selection from A43-176
AG 3934RR2	RR2
AG 4135	RR2
AG 4232RR2Y	RR2
AG 4632RR2Y	Commercial Check
AG 4835	RR2
AG0801	Monsanto Technology, LLC, PVP 200000097
AG0901	Monsanto Technology, LLC, PVP 9900029
AG1101	Monsanto Technology, LLC, PVP 200000083
AG1301	Monsanto Technology, LLC, PVP 200000081
AG1601	Monsanto Technology, LLC, PVP 200000092
AG1901	Monsanto Technology, LLC, PVP 9700312
AG2001	Monsanto Technology, LLC, PVP 200000091
AG2101	Monsanto Technology, LLC, PVP 9700311
AG2201	Monsanto Technology, LLC, PVP 9900036
AG2301	Monsanto Technology, LLC, PVP 9700302
AG2401	Monsanto Technology, LLC, PVP 9700314
AG2501	Monsanto Technology, LLC, PVP 9700301
AG2601	Monsanto Technology, LLC, PVP 200000094
AG2602	Monsanto Technology, LLC, PVP 200000093
AG2702	Monsanto Technology, LLC, PVP 9700307
AG2902	Monsanto Technology, LLC, PVP 9900032
AG3002	Monsanto Technology, LLC, PVP 9700303
AG3003	Monsanto Technology, LLC, PVP 200000085
AG3302	Monsanto Technology, LLC, PVP 9900028
AG3303	Monsanto Technology, LLC, PVP 200000087
AG3502	Monsanto Technology, LLC, PVP 9900034
AG3702	Monsanto Technology, LLC, PVP 200000086
AG3901	Monsanto Technology, LLC, PVP 9900040
AG4101	Monsanto Technology, LLC, PVP 200000088
AG4301	Monsanto Technology, LLC, PVP 9900038
AG4402	Monsanto Technology, LLC, PVP 200000089
AG45X8	Commercial Check
AG4602	Monsanto Technology, LLC, PVP 9900037
AG4702	Monsanto Technology, LLC, PVP 9700305
AG4901	Monsanto Technology, LLC, PVP 9700304
AG4902	Monsanto Technology, LLC, PVP 200000084
AG5001	Monsanto Technology, LLC, PVP 200000080
AG5401	Monsanto Technology, LLC, PVP 9900027
AG5602	Monsanto Technology, LLC, PVP 9700309
AG5701	Monsanto Technology, LLC, PVP 200000090
AG5802	Monsanto Technology, LLC, PVP 9900031
AG6201	Monsanto Technology, LLC, PVP 200000095
AG64X8 RR2X	Commercial Check
AG6701	Monsanto Technology, LLC, PVP 200000096
AG79X9RR2X/SR	Commercial Check
Agassiz	PVP 9200242
AgraTech AT 550	AgraTech Seeds Inc., PVP 9200245
AgraTech At 555	AgraTech Seeds Inc., PVP 9400192
AgraTech AT 575	AgraTech Seeds Inc., PVP 9200246
AgriPro AP01-5	Selection from AP93652-P96-55048
AgriPro AP02-01	Selection from AP96596-B99-24476
AgriPro AP03-01	Selection from AP97023-A99-03284
AgriPro AP03-03	Selection from AP96289-A99-31240
AgriPro AP03-04	Selection from AP97026-N99-42648
AgriPro AP03-05	Selection from AP95341-A98-60618
AgriPro AP03-06	Selection from AP96596-B99-24476
Agripro Ex 7710	Agripro Seeds, Inc., PVP 7400079
AgSouth AGS 747LL	Commercial Check
AgSouth AGS 798R2	Commercial Check
AgSouth AGS606RR	Commercial check
AgSouth AGS758RR	Commercial check
AgSouth AGS787RR	Commercial check
AgSouth AGS798R2	Commercial Check
AK114	Selection from Illini(A.K or A.K. 3). Ill. ARS 1921
AK2811H5-B1BAH	Monsanto Technology, LLC, PVP 201400453
Akasaya	Landrace; Japan
Akibiyori	Kaneko Seeds Company, Ltd., PVP 9600188
Akiyoshi	Introduction; SY940002; Edamame variety
Alpha	PVP 9300017 
Amsoy Phytophthora 255	Phytophthora resistant selection
Amurskaja 41	introduction
Anderson	farmer selection from Lincoln
Ankur	Single plant selection from composite of 18 crosses
Aoda	Selected from PI 81043
AP 10	Agripro Seeds, Inc., PVP 7900010
AP 120	Advanta USA, Inc., PVP 8300029
AP 1650	Advanta USA, Inc., PVP 8900009
AP 1776	Advanta USA, Inc., PVP 8700107
AP 1989	Advanta USA, Inc., PVP 8900010
AP 20	Agripro Seeds, Inc., PVP 7500056
AP 200	Agripro Seeds, Inc., PVP 8000072
AP 2021	Advanta USA, Inc., PVP 8800124
AP 2190	Advanta USA, Inc., PVP 8600056
AP 225C	Agripro Seeds, Inc., PVP 8000073
AP 230	Advanta USA, Inc., PVP 8200072
AP 2324	Advanta USA, Inc., PVP 8900011
AP 240	Advanta USA, Inc., PVP 8300028
AP 25	Agripro Seeds, Inc., PVP 7400080
AP 250	Agripro Seeds, Inc., PVP 8100005
AP 27	Agripro Seeds, Inc., PVP 7400079
AP 3023	Advanta USA, Inc., PVP 8600057
AP 3132	Advanta USA, Inc., PVP 8700108
AP 330	Agripro Seeds, Inc., PVP 8300146
AP 350	Advanta USA, Inc., PVP 8100006
AP 3773	Advanta USA, Inc., PVP 8700109
AP 3977	Advanta USA, Inc., PVP 8800125
AP 40	Agripro Seeds, Inc., PVP 7900014
AP 420	Advanta USA, Inc., PVP 8300026
AP 4321	Advanta USA, Inc., PVP 8600058
AP 55	Novartis Seeds, Inc., PVP 8100089
AP 572STS	Advanta USA, Inc., PVP 9800223
AP 70	Novartis Seeds, Inc., PVP 7800081
AP 71	Novartis Seeds, Inc., PVP 8100090
AP 727	Advanta USA, Inc., PVP 9800222
AP25	Agripro Seeds, Inc., PVP 7400080
AP27	Agripro Seeds, Inc., PVP 7400079
AP6	A population based on a number of parents.  See Crop Sci. 27:172-178 (1987),GP-19
AP6M	AP6 Populations described in doi:10.2135/cropsci1987.0011183X002700020005x
AP6TW-2YT-F4-C2	AP6TW described in doi:10.2135/cropsci1987.0011183X002700020005x
AP9	A population based on a number of parents and selected for iron effiency.  See Crop Sci. 29:640-643 (1989), GP-33
APHP 20-20	Agripro Seeds, Inc., PVP 8000070
APHP 2530	Advanta USA, Inc., PVP 8100105
Apollo	CV-380
AR03-163008	GP-391
AR03-263051	GP-399
AR03-361019	Parentage conflict. Parentage from NUST 2010
AR04-874018	Parentage conflict. NUST 2013
AR0912509	Syngenta Crop Protection AG, PVP 201200374
AR1011118	Syngenta Crop Protection AG, PVP 201300388
AR1011191	Syngenta Crop Protection AG, PVP 201300390
AR10SDS	GP-391,F3:F8
AR1111559	Syngenta Crop Protection AG, PVP 201400255
AR1111663	Syngenta Crop Protection AG, PVP 201300407
AR1111926	Syngenta Crop Protection AG, PVP 201300408
AR1111955	Syngenta Crop Protection AG, PVP 201400256
AR1112511	Syngenta Crop Protection AG, PVP 201400257
AR11SDS	GP-399
AR1211262	Syngenta Crop Protection AG, PVP 201400258
AR1211948	Syngenta Crop Protection AG, PVP 201400259
Archer	PVP 9100040, See PI 546487 for parentage explaination
Ardir	Pioneer Hi-Bred International, Inc., PVP 9000189
Arksoy	Selected from PI 37335
Arksoy 2913	Selected from Arksoy
Armredo	Selected from Mamredo ca. 1942
ASG A5403	Monsanto Technology, LLC, PVP 8800151
Asgrow A0358	Monsanto Technology, LLC, PVP 8700080
Asgrow A0868	Monsanto Technology, LLC, PVP 9900033
Asgrow A0949	Monsanto Technology, LLC, PVP 8600101
Asgrow A1179	Monsanto Technology, LLC, PVP 8100081
Asgrow A1214	Monsanto Technology, LLC, PVP 8500157
Asgrow A1395	Monsanto Technology, LLC, PVP 9300205
Asgrow A1525	Monsanto Technology, LLC, PVP 8500156
Asgrow A1553	Monsanto Technology, LLC, PVP 9700300
Asgrow A1564	PVP 7700007
Asgrow A1662	Monsanto Technology, LLC, PVP 9100192
Asgrow A1900	Monsanto Technology, LLC, PVP 9300206
Asgrow A1923	Monsanto Technology, LLC, PVP 9500313
Asgrow A1937	PVP  8100082
Asgrow A2012	Monsanto Technology, LLC, PVP 9300207
Asgrow A2069	Monsanto Technology, LLC, PVP 9900035
Asgrow A2104	Monsanto Technology, LLC, PVP 200000082
Asgrow A2234	PVP 008700079
Asgrow A2247	Monsanto Technology, LLC, PVP 9600244
Asgrow A2396	Monsanto Technology, LLC, PVP 9000146
Asgrow A2427	Monsanto Technology, LLC, PVP 9000144
Asgrow A2444	Monsanto Technology, LLC, PVP 7700006
Asgrow A2506	Monsanto Technology, LLC, PVP 9200222
Asgrow A2522	Monsanto Technology, LLC, PVP 8400137
Asgrow A2540	Monsanto Technology, LLC, PVP 9300208
Asgrow A2543	Parentage conflict. May be ( Century 84 (2) x A79-134008 ), Monsanto Technology, LLC, PVP 9000007
Asgrow A2553	Monsanto Technology, LLC, PVP 9700306
Asgrow A2575	Monsanto Technology, LLC, PVP 7700034
Asgrow A2656	Monsanto Technology, LLC, PVP 7600064
Asgrow A2680	Monsanto Technology, LLC, PVP 8100083
Asgrow A2704	Monsanto Technology, LLC, PVP 9600069
Asgrow A2722	Monsanto Technology, LLC, PVP 9500009
Asgrow A2804	Monsanto Technology, LLC, PVP 200000079
Asgrow A2833	Monsanto Technology, LLC, PVP 9600245
Asgrow A2835	Monsanto Technology, LLC, PVP 9200223
Asgrow A2858	Monsanto Technology, LLC, PVP 7900037
Asgrow A2869	Monsanto Technology, LLC, PVP 9700316
Asgrow A2872	Monsanto Technology, LLC, PVP 9000145
Asgrow A2943	PVP 8300135 
Asgrow A3001	Monsanto Technology, LLC, PVP 7600063
Asgrow A3127	PVP 7700096
Asgrow A3134	Monsanto Technology, LLC, PVP 9600070
Asgrow A3200	Monsanto Technology, LLC, PVP 9200190
Asgrow A3204	Monsanto Technology, LLC, PVP 9900030
Asgrow A3205	PVP 8600140
Asgrow A3237	Monsanto Technology, LLC, PVP 9200213
Asgrow A3242	PVP 9100191
Asgrow A3244	Monsanto Technology, LLC, PVP 9600246
Asgrow A3304	Monsanto Technology, LLC, PVP 9300209
Asgrow A3307	Monsanto Technology, LLC, PVP 8600020
Asgrow A3313	Monsanto Technology, LLC, PVP 9500277
Asgrow A3322	PVP 8900244
Asgrow A3404	Monsanto Technology, LLC, PVP 9600247
Asgrow A3415	Monsanto Technology, LLC, PVP 8800174
Asgrow A3420	Monsanto Technology, LLC, PVP 8400149
Asgrow A3427	PVP 8500159
Asgrow A3431	Monsanto Technology, LLC, PVP 9300150
Asgrow A3469	Monsanto Technology, LLC, PVP 9900039
Asgrow A3501	Monsanto Technology, LLC, PVP 8700119
Asgrow A3510	Monsanto Technology, LLC, PVP 9300210
Asgrow A3511	Monsanto Technology, LLC, PVP 8600163
Asgrow A3559	Monsanto Technology, LLC, PVP 9700313
Asgrow A3585	Monsanto Technology, LLC, PVP 7700059
Asgrow A3659	Monsanto Technology, LLC, PVP 8000086
Asgrow A3704	Monsanto Technology, LLC, PVP 9600248
Asgrow A3732	Monsanto Technology, LLC, PVP 9600071
Asgrow A3733	Monsanto Technology, LLC, PVP 8600141
Asgrow A3803	Monsanto Technology, LLC, PVP 8500160
Asgrow A3834	Monsanto Technology, LLC, PVP 9600072
Asgrow A3860	Monsanto Technology, LLC, PVP 7700100
Asgrow A3904	Monsanto Technology, LLC, PVP 9700317
Asgrow A3935	PVP 8800043
Asgrow A3966	PVP 8300139
Asgrow A4009	Monsanto Technology, LLC, PVP 8800175, 1996 Northern Tests lists parentage as Asgrow A3860 x Fayette.  Fayette parentage is (Williams(2) x PI 88788)
Asgrow A4045	Monsanto Technology, LLC, PVP 9300286
Asgrow A4138	Monsanto Technology, LLC, PVP 9300151, Parentage conflict Northern Test 2008 says parentage is A4009 x A4595
Asgrow A4268	PVP 7700101
Asgrow A4271	Monsanto Technology, LLC, PVP 8400150
Asgrow A4341	Monsanto Technology, LLC, PVP 9500278
Asgrow A4393	PVP 8700184
Asgrow A4415	Monsanto Technology, LLC, PVP 9300219
Asgrow A4539	Monsanto Technology, LLC, PVP 9300149
Asgrow A4595	Monsanto Technology, LLC, PVP 8600019
Asgrow A4604	Monsanto Technology, LLC, PVP 9700315
Asgrow A4715	PVP 9000136
Asgrow A4906	Monsanto Technology, LLC, PVP 8700082
Asgrow A4922	Monsanto Technology, LLC, PVP 9600073
Asgrow A4997	Monsanto Technology, LLC, PVP 8300137
Asgrow A5112	PVP 9300220
Asgrow A5149	Monsanto Technology, LLC, PVP 8600018
Asgrow A5308	Monsanto Technology, LLC, PVP 8100084
Asgrow A5312	Monsanto Technology, LLC, PVP 7700111
Asgrow A5403	Monsanto Technology, LLC, PVP 8800151
Asgrow A5404	Monsanto Technology, LLC, PVP 200000078
Asgrow A5474	PVP 8000147
Asgrow A5545	Monsanto Technology, LLC, PVP 9500286
Asgrow A5547	Monsanto Technology, LLC, PVP 9600074
Asgrow A5560	Monsanto Technology, LLC, PVP 9200181
Asgrow A5618	Monsanto Technology, LLC, PVP 7800018, Parentage confilct S01-9269 registration says Williams x York
Asgrow A5704	Monsanto Technology, LLC, PVP 9700310
Asgrow A5843	PVP 9500287
Asgrow A5848	Monsanto Technology, LLC, PVP 9600249
Asgrow A5885	PVP 9200182
Asgrow A5939	Monsanto Technology, LLC, PVP 8000148
Asgrow A5944	Monsanto Technology, LLC, PVP 9600250
Asgrow A5959	Monsanto Technology, LLC, PVP 9700308
Asgrow A5979	PVP 9000008
Asgrow A5980	PVP 8400097
Asgrow A6242	Monsanto Technology, LLC, PVP 8400096
Asgrow A6297	PVP 8800092 
Asgrow A6381	Monsanto Technology, LLC, PVP 8400095
Asgrow A6520	Monsanto Technology, LLC, PVP 8300136
Asgrow A6711	Monsanto Technology, LLC, PVP 9500273
Asgrow A6785	PVP 8600106
Asgrow A6961	Monsanto Technology, LLC, PVP 9100190
Asgrow A7258	Monsanto Technology, LLC, PVP 9000151
Asgrow A7372	Monsanto Technology, LLC, PVP 8200087
Asgrow A7986	Monsanto Technology, LLC, PVP 8600107
Asgrow AG 43X7	Commercial Check
Asgrow AG 45X8	Commercial Check
Asgrow AG 46X6	Commercial Check
Asgrow AG 46X7	Commercial Check
Asgrow AG 48X9	Commercial Check
Asgrow AG 49X6	Commercial Check
Asgrow AG 5335	RR2
Asgrow AG 53X9	Commercial Check
Asgrow AG 55X7	Commercial Check
Asgrow AG 56X8	Commercial Check
Asgrow AG 64X8 RR2X	Commercial Check
Asgrow AG 79X9 RR2X/SR	Commercial Check
Asgrow AG3803	Commercial check
Asgrow AG3934RR2Y	Commercial check
Asgrow AG4103	Commercial check
Asgrow AG4232RR2Y	Commercial check
Asgrow AG4403	Commercial check
Asgrow AG45X8	Commercial Check
Asgrow AG4632RR2Y	Commercial check
Asgrow AG46X6	Commercial Check
Asgrow AG48X9	Commercial Check
Asgrow AG4903	Commercial check
Asgrow AG4907	Commercial check
Asgrow AG4933RR2Y	Commercial check
Asgrow AG49X6	Commercial Check
Asgrow AG49X9	Commercial Check
Asgrow AG5332RR2Y	Commercial check
Asgrow AG53X9	Commercial Check
Asgrow AG5534RR2	Commercial Check, RR2
Asgrow AG5534RR2Y	Commercial check
Asgrow AG55X7	Commercial Check
Asgrow AG5606	Commercial check
Asgrow AG5632RR2Y	Commercial check
Asgrow AG56X8	Commercial Check
Asgrow AG5831RR2Y	Commercial check
Asgrow AG64X8 RR2X	Commercial Check
Asgrow AG6534	Commercial check, MON RR2Y
Asgrow AG74X8 RR2X	Commercial Check
Asgrow AG7733	Commercial check, MON RR2Y
Asgrow AG7934	Commercial check, MON RR2Y
Asgrow AG79X9RR2X/SR	Commercial Check
Ashtabula	F4, CV-500
Asmara	PVP 200300208
AU82-204	CV-238
AU87-547	CV-335 
Avery	PVP 8800163
Avoyelles	Selection from Otootan in a farmers field in Avoyelles Parish, LA
AX1390	AX990 intermated one additional generation
AX443-2814	CV-509, F5:F6, PVP 201200306
AX5152-105	Low linolenic acid line
AX819	PVP 7900061, 
B. H. Manchu	Black hilum selection from Manchu
B05-8046	ASR
B070	Northrup King Company, PVP 8000010
B095	Novartis Seeds, Inc., PVP 8500121
B117	Novartis Seeds, Inc., PVP 8700110
B152	Novartis Seeds, Inc., PVP 8200092
B186	Novartis Seeds, Inc., PVP 7500088
B203	Novartis Seeds, Inc., PVP 8200090
B220	Northrup King Company, PVP 8000008
B236	Novartis Seeds, Inc., PVP 8600146
B242	Novartis Seeds, Inc., PVP 8200091
B335	Novartis Seeds, Inc., PVP 8500116
Barc6	Tofu variety
Barchet	Selection from PI 20798
Barnes	PVP200100032
Bavender Special	Mukden x a North Carolina variety
Bavender Special-2	Selection from Bavender Special
BD22115-13	From S.A. Holmberg, Sweden
Bedford	PVP 7900078 
Beechwood	Funk Seeds International, Inc., PVP 7600074
Beeson	CV-7
Beeson 80 BC6	PVP 8400083
Bell	PVP 9000172
Bellatti L-263	from Bavender Special
Bellatti-R-77-84	Louis Bellatti, PVP 8200056
Benning	PVP 9600358
Benning-EMGH	Quadruple stacked Benning
Benning-ME	GP-405, BC6:F2 NIL
Benning-MGHE	GP-406, BC6:F2 NIL
Benning-RR	Inferred from literature 
Bert	PVP 9200018
Bethel	CV-63
BG4184	Pioneer Hi-Bred International, Inc., PVP 201200005
BG4184Y	Pioneer Hi-Bred International, Inc., PVP 201200005
BG4272	Pioneer Hi-Bred International, Inc., PVP 201300021
BG4277	Pioneer Hi-Bred International, Inc., PVP 201300020
BG4284	Pioneer Hi-Bred International, Inc., PVP 201300026
Big Boy	Soybean Research Foundation, Inc., PVP 7800049
Bilomi No. 3	Selection from PI 240664
Biloxi	Selected from PI 23211 Tangsi, Cn 1908
Birch	Illinois Foundation Seeds, Inc., PVP 8200107
Bitterhof	Introduction; Collected in Germany ca. 1950
BK1011572	Syngenta Crop Protection AG, PVP 201300385
Black Eyebrow	Introduction
Blackeye	Introduction; Heilongjiang, CN
Blackeye Edible	Not in GRIN
Blackhawk	Selection from A43K-884
Blue Side	Introduction; From Watanabe Seed Co. in 1988, Japan
BM-7	Minnesota Agricultural Experiment Station, PVP 200100174
